r_no	u_no	s_no	income	expense
16618	210	11523	10821	0
16619	105	1267	3091	0
16620	133	12667	7536	0
16621	58	2876	14879	0
16622	183	11732	25507	0
16623	72	4181	31111	0
16624	143	12981	16231	0
16625	22	10027	9661	0
16626	168	2288	6086	0
16627	53	9724	869	0
16628	145	7338	0	4347
16629	25	8942	0	0
16630	210	13573	31400	0
16631	56	13043	20869	0
16632	143	7468	3864	0
16633	18	9016	1352	0
16634	179	10527	29758	0
16635	73	9390	2125	0
16636	28	9269	1739	0
16637	46	5642	2512	0
16638	29	12607	96	0
16639	74	12035	96	0
16640	53	3898	7342	0
16641	145	2431	22028	0
16642	43	13722	0	676
16643	65	2149	25217	0
16644	7	4176	15555	0
16645	187	8020	6086	0
16646	178	4581	869	0
16647	9	11172	9565	0
16648	198	8300	1352	0
16649	195	5671	23381	0
16650	45	330	4444	0
16651	49	14637	12173	0
16652	207	11374	26666	0
16653	166	308	2801	0
16654	27	7896	13526	0
16655	144	1719	4637	0
16656	110	8124	10434	0
16657	134	5472	869	0
16658	51	9942	483	0
16659	193	4274	27053	0
16660	194	6185	18840	0
16661	109	11738	14879	0
16662	202	5983	3478	0
16663	108	5204	37681	0
16664	85	3863	17584	0
16665	208	2559	8888	0
16666	177	9749	7826	0
16667	134	13712	16231	0
16668	40	3173	0	0
16669	179	5363	2608	0
16670	1	10735	2705	0
16671	170	3448	2222	0
16672	47	8547	10048	0
16673	134	7898	39227	0
16674	138	3776	0	17584
16675	157	12473	0	10048
16676	143	13392	3478	0
16677	43	4393	33333	0
16678	115	12059	772	0
16679	69	197	7246	0
16680	191	13205	5797	0
16681	155	12718	26086	0
16682	126	9906	966	0
16683	79	13620	2318	0
16684	22	14294	5024	0
16685	40	7556	5024	0
16686	13	4508	34782	0
16687	179	9249	8115	0
16688	76	14851	5410	0
16689	144	1081	966	0
16690	117	14929	4057	0
16691	33	4364	20193	0
16692	209	11042	27632	0
16693	142	11500	37874	0
16694	136	7268	4057	0
16695	173	6718	6376	0
16696	39	5581	0	6280
16697	36	3587	0	16231
16698	8	9540	5410	0
16699	111	12482	0	22222
16700	196	8445	0	1932
16701	125	11980	7246	0
16702	17	6551	16908	0
16703	138	6876	3478	0
16704	117	7487	2898	0
16705	25	4853	32463	0
16706	106	15157	22995	0
16707	101	13728	9661	0
16708	23	12603	8115	0
16709	147	701	13913	0
16710	212	6641	6956	0
16711	37	11802	18550	0
16712	106	7347	5314	0
16713	65	10451	0	386
16714	127	2089	5024	0
16715	195	2654	9565	0
16716	116	13740	24444	0
16717	110	9961	6763	0
16718	210	15238	33816	0
16719	167	1409	22995	0
16720	38	1518	37681	0
16721	177	3269	0	3768
16722	139	2797	20096	0
16723	207	9170	39130	0
16724	132	4145	5603	0
16725	100	8630	20289	0
16726	134	3831	18840	0
16727	165	11474	2705	0
16728	208	5527	2318	0
16729	63	3531	17391	0
16730	43	5420	4830	0
16731	214	411	6376	0
16732	70	3330	1932	0
16733	195	2026	4057	0
16734	102	6395	40579	0
16735	72	8511	2512	0
16736	76	3999	17584	0
16737	192	9681	14492	0
16738	214	11027	2608	0
16739	160	10077	1159	0
16740	82	1985	10144	0
16741	205	5178	13043	0
16742	94	15082	193	0
16743	39	10378	0	14492
16744	125	240	2705	0
16745	201	14349	4057	0
16746	132	10367	19130	0
16747	16	8834	5797	0
16748	23	2067	0	4251
16749	106	8738	19613	0
16750	170	11171	8212	0
16751	198	8092	0	1739
16752	75	13833	0	36521
16753	101	4254	4830	0
16754	97	8242	3188	0
16755	162	15232	0	13913
16756	23	3539	8502	0
16757	137	10424	11594	0
16758	175	12418	23864	0
16759	179	7475	4927	0
16760	16	6737	2318	0
16761	31	1370	20289	0
16762	132	4817	32657	0
16763	73	4132	3864	0
16764	161	9669	19323	0
16765	60	14924	386	0
16766	27	5933	676	0
16767	55	10344	0	22318
16768	67	2417	17391	0
16769	57	982	6376	0
16770	3	11466	4251	0
16771	192	2748	6183	0
16772	203	617	6956	0
16773	157	11021	1835	0
16774	70	15077	12560	0
16775	196	7298	5410	0
16776	67	5425	2318	0
16777	37	2942	29758	0
16778	175	5452	8695	0
16779	60	14601	8502	0
16780	9	9756	17584	0
16781	4	4095	6086	0
16782	185	2249	8792	0
16783	203	10156	9855	0
16784	98	295	3768	0
16785	137	7802	23188	0
16786	123	9215	15652	0
16787	169	3557	0	1256
16788	20	8750	6570	0
16789	102	9996	0	869
16790	156	775	36231	0
16791	127	13000	0	10821
16792	104	12339	16521	0
16793	150	10613	1159	0
16794	212	3742	6086	0
16795	80	5876	14879	0
16796	18	3793	17391	0
16797	17	12689	20000	0
16798	66	6671	2222	0
16799	92	3385	11594	0
16800	180	2652	2512	0
16801	12	14188	676	0
16802	91	9312	6086	0
16803	198	9295	1352	0
16804	166	5997	4830	0
16805	159	13133	0	1739
16806	193	15396	5797	0
16807	6	12334	0	3478
16808	202	4214	18550	0
16809	37	8557	2415	0
16810	166	12624	12753	0
16811	125	3959	30434	0
16812	189	1193	1739	0
16813	50	5109	289	0
16814	43	7904	16231	0
16815	8	10245	3478	0
16816	20	8641	5217	0
16817	94	5597	1449	0
16818	128	15094	5217	0
16819	147	9151	8502	0
16820	172	7996	1256	0
16821	31	3009	25120	0
16822	39	13377	26666	0
16823	76	15163	4251	0
16824	101	6921	10628	0
16825	181	371	12173	0
16826	137	6855	17584	0
16827	106	5044	15072	0
16828	155	8024	3478	0
16829	140	10132	5797	0
16830	74	1484	289	0
16831	168	12435	10821	0
16832	46	8625	772	0
16833	207	632	11014	0
16834	113	6199	17584	0
16835	215	1149	13913	0
16836	196	12845	18067	0
16837	127	8463	20096	0
16838	139	137	8115	0
16839	103	2745	21256	0
16840	43	3644	30821	0
16841	195	8695	4637	0
16842	172	5585	26376	0
16843	127	7906	7246	0
16844	209	4136	14492	0
16845	31	3603	14492	0
16846	138	6315	33333	0
16847	189	9129	19130	0
16848	114	13452	25700	0
16849	104	10669	9275	0
16850	88	4360	676	0
16851	56	7990	9855	0
16852	10	11860	2608	0
16853	112	7904	0	13913
16854	89	10857	14782	0
16855	33	13411	3285	0
16856	150	2959	17004	0
16857	53	7825	20193	0
16858	151	13923	1449	0
16859	150	6742	772	0
16860	154	556	386	0
16861	64	13500	13333	0
16862	91	7045	0	2898
16863	189	15233	7246	0
16864	3	399	3188	0
16865	99	11546	4057	0
16866	194	4709	289	0
16867	188	13180	2318	0
16868	22	8801	5217	0
16869	169	6387	8695	0
16870	137	4323	8695	0
16871	154	15418	0	4057
16872	67	4235	772	0
16873	184	1735	772	0
16874	177	14207	21642	0
16875	181	14183	676	0
16876	191	5137	23188	0
16877	85	13497	10048	0
16878	193	4362	17004	0
16879	127	3290	10048	0
16880	126	2637	11111	0
16881	217	1319	1739	0
16882	93	14152	40579	0
16883	92	6615	1835	0
16884	75	13457	9275	0
16885	140	11891	8695	0
16886	201	15371	12753	0
16887	175	14217	19130	0
16888	164	4426	2318	0
16889	119	7799	4251	0
16890	130	9366	3285	0
16891	104	7811	11207	0
16892	125	11364	8792	0
16893	79	4885	5314	0
16894	36	8245	16425	0
16895	66	9323	10434	0
16896	67	9201	18067	0
16897	144	7024	28695	0
16898	132	5231	1256	0
16899	11	8904	7342	0
16900	110	9192	29758	0
16901	2	1545	25507	0
16902	44	246	193	0
16903	144	14461	2222	0
16904	184	13971	20289	0
16905	129	7272	8695	0
16906	159	9944	5410	0
16907	6	13050	23864	0
16908	61	12738	14782	0
16909	107	1586	33623	0
16910	175	14690	7246	0
16911	104	12089	0	5024
16912	128	3017	25120	0
16913	1	2880	0	0
16914	163	5028	2898	0
16915	10	4397	2028	0
16916	200	9092	5314	0
16917	7	4878	9565	0
16918	207	15491	30144	0
16919	97	5932	4927	0
16920	90	6917	7729	0
16921	8	8017	23188	0
16922	87	10466	4347	0
16923	147	13810	18840	0
16924	111	3602	7729	0
16925	193	3114	6956	0
16926	131	13567	2898	0
16927	138	5699	13526	0
16928	98	343	8695	0
16929	185	11156	13526	0
16930	215	9460	1352	0
16931	7	4321	0	18937
16932	126	7943	6570	0
16933	170	8914	10048	0
16934	19	4842	6086	0
16935	99	9269	5410	0
16936	91	6820	12560	0
16937	190	6550	39227	0
16938	178	622	0	32657
16939	156	14055	1932	0
16940	120	53	39130	0
16941	155	1659	2415	0
16942	115	3625	35169	0
16943	37	24	14879	0
16944	99	14017	14782	0
16945	130	4546	30434	0
16946	66	14520	34782	0
16947	122	9633	23188	0
16948	30	11127	21739	0
16949	51	11058	0	10048
16950	145	8414	20869	0
16951	127	12918	5217	0
16952	97	10921	39130	0
16953	119	1539	1932	0
16954	186	12316	0	15652
16955	12	5463	28985	0
16956	111	5558	1545	0
16957	14	12115	1739	0
16958	10	5710	0	5410
16959	113	5440	966	0
16960	22	13179	3478	0
16961	109	15333	6763	0
16962	168	1262	8502	0
16963	88	2533	7536	0
16964	126	5904	6763	0
16965	78	3556	39130	0
16966	38	6260	31400	0
16967	114	8884	31884	0
16968	98	6096	966	0
16969	213	1303	27632	0
16970	59	910	25217	0
16971	103	4252	28985	0
16972	129	3407	6956	0
16973	204	14509	14879	0
16974	64	9015	36231	0
16975	39	14869	8115	0
16976	13	8975	3864	0
16977	15	11973	14879	0
16978	102	13590	6956	0
16979	183	715	2705	0
16980	66	10315	966	0
16981	199	6541	1062	0
16982	3	14264	5797	0
16983	129	15231	40579	0
16984	146	13853	21352	0
16985	5	8269	15652	0
16986	47	10768	1062	0
16987	91	12507	7536	0
16988	3	2480	13816	0
16989	84	4969	37681	0
16990	200	14490	2898	0
16991	137	1338	14685	0
16992	144	7792	12560	0
16993	145	809	25217	0
16994	180	563	0	15652
16995	194	3401	14879	0
16996	168	4829	10821	0
16997	136	12193	37681	0
16998	167	4631	10628	0
16999	96	1676	28695	0
17000	94	2374	16231	0
17001	12	5171	1739	0
17002	143	7778	7729	0
17003	40	2843	0	4637
17004	127	5688	3188	0
17005	131	1802	4830	0
17006	184	10231	25217	0
17007	23	13781	25217	0
17008	105	2331	13043	0
17009	64	1398	27826	0
17010	12	8592	8502	0
17011	182	8871	26376	0
17012	13	8647	2898	0
17013	138	8939	8792	0
17014	167	2199	16328	0
17015	57	11553	12753	0
17016	163	6716	8695	0
17017	106	560	676	0
17018	77	8974	17584	0
17019	17	1590	18067	0
17020	206	4483	20096	0
17021	19	5823	3478	0
17022	126	2923	483	0
17023	17	648	6570	0
17024	22	14400	0	31400
17025	111	2787	11594	0
17026	127	6104	3864	0
17027	71	12762	35169	0
17028	145	1930	4830	0
17029	124	13584	2125	0
17030	119	5574	12753	0
17031	149	9994	5217	0
17032	123	424	1352	0
17033	124	6024	3478	0
17034	206	7856	6280	0
17035	134	8995	5797	0
17036	118	6438	4830	0
17037	172	1669	16231	0
17038	48	219	21256	0
17039	167	6888	1739	0
17040	191	10732	37681	0
17041	134	10970	22222	0
17042	137	148	12560	0
17043	64	1711	13913	0
17044	112	14243	0	30144
17045	111	15487	9275	0
17046	202	262	0	7729
17047	171	11751	579	0
17048	41	4331	1739	0
17049	20	7370	31304	0
17050	91	8160	7826	0
17051	8	262	25700	0
17052	147	9679	6086	0
17053	153	8035	193	0
17054	43	12096	16231	0
17055	19	7271	3188	0
17056	92	2865	32657	0
17057	217	8033	5217	0
17058	29	6452	0	32463
17059	92	7489	30434	0
17060	88	8533	43478	0
17061	53	3540	0	0
17062	142	11971	20869	0
17063	117	596	3478	0
17064	117	14	8115	0
17065	105	2874	2028	0
17066	148	6553	33913	0
17067	192	7819	18840	0
17068	72	6200	2898	0
17069	60	5226	23381	0
17070	210	1420	13816	0
17071	198	244	1352	0
17072	89	10782	7439	0
17073	102	13319	2608	0
17074	42	9434	1449	0
17075	126	5607	5507	0
17076	107	7003	11594	0
17077	12	22	19613	0
17078	96	9969	2705	0
17079	183	3801	1159	0
17080	138	3703	20000	0
17081	145	14716	19710	0
17082	173	1351	386	0
17083	176	12047	1352	0
17084	189	8330	0	5797
17085	88	12331	9565	0
17086	27	2880	11594	0
17087	172	11942	26666	0
17088	202	14431	7439	0
17089	168	3950	16231	0
17090	138	13987	3091	0
17091	153	1628	4347	0
17092	40	13926	10144	0
17093	80	3198	772	0
17094	105	14285	13526	0
17095	165	7081	17391	0
17096	120	302	27053	0
17097	140	3930	9275	0
17098	58	4816	7536	0
17099	213	9601	10821	0
17100	40	3035	8502	0
17101	160	13634	0	1545
17102	25	10314	966	0
17103	107	13384	32463	0
17104	147	9986	1739	0
17105	162	1160	5797	0
17106	32	14038	12560	0
17107	121	14112	8695	0
17108	140	13168	22318	0
17109	136	1223	18937	0
17110	163	9831	13816	0
17111	63	9419	10434	0
17112	62	10805	15458	0
17113	174	180	8695	0
17114	80	7799	14492	0
17115	117	8452	2512	0
17116	202	14409	23381	0
17117	90	8402	0	13043
17118	186	12321	30144	0
17119	180	2333	4830	0
17120	153	5834	4637	0
17121	95	8667	2898	0
17122	72	8113	0	3091
17123	190	3614	0	1739
17124	149	10706	0	14879
17125	185	9251	14879	0
17126	62	11017	0	11594
17127	111	6951	869	0
17128	182	2507	27632	0
17129	123	12155	5797	0
17130	108	1487	26086	0
17131	59	9333	2801	0
17132	163	11317	0	26086
17133	118	6029	0	32463
17134	111	11696	3768	0
17135	168	13629	7729	0
17136	73	10105	27053	0
17137	19	2873	14492	0
17138	92	12890	3478	0
17139	132	4119	3478	0
17140	184	15123	23864	0
17141	195	6157	5024	0
17142	175	12747	11014	0
17143	181	15211	7729	0
17144	204	14167	20193	0
17145	128	12181	31304	0
17146	182	9343	6183	0
17147	125	14783	15652	0
17148	122	13871	0	9565
17149	42	4616	24637	0
17150	45	1527	96	0
17151	65	9823	16231	0
17152	178	1823	0	10048
17153	201	11822	9275	0
17154	142	161	2898	0
17155	146	12583	16231	0
17156	124	6465	8115	0
17157	199	4809	9468	0
17158	123	4317	25120	0
17159	50	591	1352	0
17160	145	5114	17391	0
17161	39	2399	0	6956
17162	104	9181	4057	0
17163	13	4129	18260	0
17164	106	9138	30434	0
17165	161	72	7729	0
17166	53	8547	3478	0
17167	118	11810	20096	0
17168	62	14410	11594	0
17169	33	2655	8792	0
17170	99	626	2318	0
17171	117	7016	4347	0
17172	124	10090	18840	0
17173	178	7541	7246	0
17174	72	303	6376	0
17175	53	1345	1352	0
17176	192	434	6376	0
17177	137	12112	0	2318
17178	204	7027	6956	0
17179	37	3516	5797	0
17180	134	14642	3381	0
17181	215	7221	0	2318
17182	147	1826	9468	0
17183	208	9822	3285	0
17184	80	2821	13913	0
17185	3	3582	19613	0
17186	73	9026	5314	0
17187	16	10254	14492	0
17188	38	3243	4637	0
17189	51	15124	0	11594
17190	196	5601	772	0
17191	210	116	5797	0
17192	123	10429	289	0
17193	80	15126	24347	0
17194	40	4987	0	7536
17195	183	6520	3188	0
17196	185	13262	19613	0
17197	170	3263	0	17391
17198	89	10437	1352	0
17199	72	6904	579	0
17200	167	3470	13526	0
17201	66	3159	5797	0
17202	101	194	7729	0
17203	193	12484	5024	0
17204	58	4378	0	4830
17205	132	11336	11594	0
17206	186	1865	12367	0
17207	169	4377	16425	0
17208	101	6705	31884	0
17209	156	13719	7439	0
17210	52	3416	0	10821
17211	51	9602	2125	0
17212	198	5672	28985	0
17213	45	6425	3478	0
17214	104	115	25120	0
17215	28	844	22995	0
17216	18	6993	33333	0
17217	160	463	3768	0
17218	60	2698	6956	0
17219	33	832	386	0
17220	71	12948	3478	0
17221	94	14718	14492	0
17222	212	12816	17584	0
17223	143	3904	22995	0
17224	15	3862	1352	0
17225	121	10797	4347	0
17226	19	15101	4251	0
17227	180	8921	2705	0
17228	103	8313	6376	0
17229	155	6722	1062	0
17230	165	10736	13043	0
17231	3	14061	13526	0
17232	168	9791	1545	0
17233	17	7791	2222	0
17234	137	6057	2512	0
17235	15	8428	31304	0
17236	148	3806	7246	0
17237	206	12051	1739	0
17238	88	8042	17391	0
17239	210	2641	1545	0
17240	29	2601	43478	0
17241	35	13717	2512	0
17242	124	9637	26086	0
17243	199	4538	8502	0
17244	113	1799	18067	0
17245	100	7193	18260	0
17246	14	4782	10144	0
17247	116	8444	6376	0
17248	164	6418	4734	0
17249	36	1851	21739	0
17250	190	3605	1932	0
17251	22	3614	22028	0
17252	17	1700	11304	0
17253	10	10147	17584	0
17254	203	5933	2898	0
17255	44	103	0	579
17256	134	11469	23381	0
17257	50	3426	579	0
17258	151	8631	17584	0
17259	12	2602	4347	0
17260	154	4195	17391	0
17261	158	7670	17777	0
17262	196	13362	35169	0
17263	108	11064	0	966
17264	138	10353	1256	0
17265	70	5585	772	0
17266	171	15015	8115	0
17267	34	5265	7342	0
17268	47	4720	13043	0
17269	35	8811	7536	0
17270	168	7475	1449	0
17271	107	11003	17004	0
17272	44	5661	13526	0
17273	110	5078	10144	0
17274	137	3603	23381	0
17275	69	3991	6376	0
17276	205	2483	12173	0
17277	27	5649	6570	0
17278	200	6648	2125	0
17279	207	1750	0	21739
17280	100	6135	7729	0
17281	105	6740	10628	0
17282	96	4315	3864	0
17283	152	5650	24347	0
17284	82	3891	26086	0
17285	101	11047	2318	0
17286	40	8252	7439	0
17287	193	3355	8115	0
17288	193	9971	2898	0
17289	35	15381	7536	0
17290	49	10259	3768	0
17291	152	8602	8212	0
17292	160	6589	5507	0
17293	126	14331	29758	0
17294	168	1314	289	0
17295	209	15041	3188	0
17296	2	9691	14492	0
17297	23	13767	9178	0
17298	47	13816	2125	0
17299	1	9270	8115	0
17300	211	10902	5410	0
17301	186	5198	37681	0
17302	78	14876	30144	0
17303	8	5597	11594	0
17304	116	6624	5217	0
17305	217	14017	35169	0
17306	121	1228	11594	0
17307	197	2748	6956	0
17308	12	14541	0	1739
17309	4	3924	22222	0
17310	67	13414	6376	0
17311	69	3690	2898	0
17312	53	10830	15072	0
17313	114	5585	10434	0
17314	37	1979	33816	0
17315	186	6004	18357	0
17316	89	14528	10628	0
17317	211	6946	6086	0
17318	19	7608	20869	0
17319	141	10906	0	7729
17320	87	654	1159	0
17321	147	856	10144	0
17322	57	10333	8695	0
17323	61	13899	5410	0
17324	32	11195	17391	0
17325	52	14947	0	0
17326	199	11659	16231	0
17327	89	8022	772	0
17328	177	9679	4637	0
17329	124	6605	386	0
17330	52	9208	1352	0
17331	69	12168	30144	0
17332	90	6982	1449	0
17333	172	13550	1062	0
17334	147	4050	34782	0
17335	84	5988	1352	0
17336	197	14671	772	0
17337	111	1809	13913	0
17338	99	3893	5797	0
17339	113	7790	0	4830
17340	8	5495	37681	0
17341	194	2733	579	0
17342	180	1484	5797	0
17343	121	5427	27053	0
17344	194	7723	3381	0
17345	115	8853	17584	0
17346	74	5204	18067	0
17347	5	9453	17584	0
17348	79	7668	42028	0
17349	129	3480	5797	0
17350	46	10474	8695	0
17351	65	10108	18937	0
17352	78	4153	21352	0
17353	199	13924	16231	0
17354	26	2573	18840	0
17355	186	546	25120	0
17356	206	1048	11497	0
17357	60	9184	6376	0
17358	217	13583	3478	0
17359	139	2572	13526	0
17360	109	12596	7439	0
17361	86	2403	9275	0
17362	46	10209	2608	0
17363	136	4986	193	0
17364	188	11495	8695	0
17365	150	7778	1159	0
17366	173	664	579	0
17367	23	7211	7536	0
17368	126	7474	19130	0
17369	41	6822	30144	0
17370	217	1571	2125	0
17371	188	8438	8502	0
17372	71	9256	4251	0
17373	122	8713	32657	0
17374	2	6003	2705	0
17375	180	11114	12753	0
17376	115	12168	31111	0
17377	196	12634	6956	0
17378	1	14805	22995	0
17379	190	15212	27632	0
17380	92	14251	869	0
17381	95	7017	0	2028
17382	37	6239	386	0
17383	67	2686	20869	0
17384	70	12459	7826	0
17385	94	8022	772	0
17386	95	13960	10144	0
17387	18	1543	15458	0
17388	122	3096	20869	0
17389	155	7925	4347	0
17390	209	5980	30144	0
17391	191	4652	4347	0
17392	41	3478	33913	0
17393	96	11333	5797	0
17394	154	12786	0	12753
17395	216	6815	5797	0
17396	176	2501	33816	0
17397	14	3601	5217	0
17398	83	13260	14009	0
17399	34	13662	4347	0
17400	138	10572	7439	0
17401	117	5923	8115	0
17402	152	6762	1739	0
17403	57	14279	0	676
17404	185	1727	8405	0
17405	81	1238	10144	0
17406	141	12196	0	1932
17407	115	15378	2512	0
17408	133	14970	35169	0
17409	53	2310	1159	0
17410	58	13310	18840	0
17411	179	15240	25700	0
17412	71	11284	7246	0
17413	70	9957	10434	0
17414	76	4186	3768	0
17415	34	2109	17391	0
17416	87	2140	2705	0
17417	206	2237	2512	0
17418	15	10266	0	4057
17419	135	9304	13526	0
17420	14	11462	579	0
17421	49	11254	7729	0
17422	210	742	10821	0
17423	27	15122	23864	0
17424	199	2719	16231	0
17425	167	7600	5410	0
17426	76	10043	13913	0
17427	51	2856	1545	0
17428	213	13590	20289	0
17429	31	8690	0	6376
17430	161	10257	2898	0
17431	63	10410	2512	0
17432	167	7344	6086	0
17433	166	3003	17391	0
17434	3	4536	13043	0
17435	54	1258	6280	0
17436	153	8115	9661	0
17437	109	2643	0	11014
17438	76	1464	27826	0
17439	108	3060	8115	0
17440	99	13591	2318	0
17441	30	6190	10628	0
17442	142	11527	9565	0
17443	50	3554	16231	0
17444	216	13697	20289	0
17445	66	13194	26376	0
17446	152	13290	14879	0
17447	60	10641	4637	0
17448	81	15505	4347	0
17449	126	7637	6666	0
17450	52	10065	1739	0
17451	82	15314	4927	0
17452	105	3460	15942	0
17453	173	5008	16328	0
17454	70	12331	2318	0
17455	208	15236	17391	0
17456	148	15035	18840	0
17457	27	6393	2898	0
17458	94	12474	2898	0
17459	5	1107	0	11594
17460	140	4988	23188	0
17461	198	12994	3478	0
17462	76	6433	2705	0
17463	132	3616	483	0
17464	56	3962	7729	0
17465	158	10664	3381	0
17466	163	9778	3478	0
17467	203	4500	2125	0
17468	107	5831	579	0
17469	110	52	28695	0
17470	194	12165	37681	0
17471	146	14159	579	0
17472	154	13701	1256	0
17473	214	4102	0	13043
17474	134	13064	8695	0
17475	176	2100	0	24444
17476	43	2464	14492	0
17477	92	675	14879	0
17478	112	9390	1159	0
17479	182	5583	2898	0
17480	208	1517	10821	0
17481	168	3374	3864	0
17482	180	163	26570	0
17483	129	4001	2898	0
17484	147	4017	7342	0
17485	85	8600	15942	0
17486	131	14026	3864	0
17487	23	14765	1739	0
17488	68	12536	16908	0
17489	173	14632	11207	0
17490	203	955	6086	0
17491	36	263	2318	0
17492	152	1765	11594	0
17493	171	13421	3478	0
17494	60	12570	11497	0
17495	95	3225	36425	0
17496	104	13080	28695	0
17497	87	3886	10821	0
17498	37	13391	9565	0
17499	7	11526	966	0
17500	170	2962	29758	0
17501	58	2852	10434	0
17502	31	15405	6280	0
17503	196	9503	32657	0
17504	116	10183	14879	0
17505	179	2640	26666	0
17506	8	5879	966	0
17507	64	14189	386	0
17508	99	554	24347	0
17509	121	4496	8115	0
17510	134	6686	19323	0
17511	15	7522	2608	0
17512	53	7832	5410	0
17513	4	4756	11594	0
17514	6	10645	6763	0
17515	139	3705	24347	0
17516	73	1864	24444	0
17517	120	6335	1545	0
17518	18	6111	772	0
17519	217	12067	5797	0
17520	98	2415	24637	0
17521	48	11015	23188	0
17522	56	12037	28985	0
17523	55	9466	19613	0
17524	128	11030	0	772
17525	174	10089	5410	0
17526	22	4548	0	15942
17527	29	7332	33333	0
17528	8	14739	35169	0
17529	159	5734	4830	0
17530	123	15495	1352	0
17531	57	10017	1159	0
17532	74	14010	3478	0
17533	195	14969	7826	0
17534	91	11296	30144	0
17535	190	14669	1739	0
17536	106	14943	7826	0
17537	162	2767	6763	0
17538	48	7581	3864	0
17539	188	10825	2608	0
17540	55	10434	10821	0
17541	178	2033	2705	0
17542	188	7633	6956	0
17543	111	5156	7439	0
17544	25	10543	772	0
17545	22	3722	26086	0
17546	169	13482	27053	0
17547	41	15227	1449	0
17548	187	10566	11111	0
17549	196	13525	28405	0
17550	20	10595	20096	0
17551	15	9557	21642	0
17552	19	7114	8695	0
17553	11	1169	7826	0
17554	71	1830	26666	0
17555	43	7309	16328	0
17556	118	7486	31111	0
17557	52	7080	0	6570
17558	202	6274	26086	0
17559	198	10227	5797	0
17560	133	3122	5507	0
17561	13	5607	9178	0
17562	181	10207	0	18067
